brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By The Honest Kitchen","Dog,Food","Crude Protein,24.0% min,Crude Fat,14.0% min,Crude Fiber,6.0% max,Moisture,8.0% max","
        The Honest Kitchen Spruce Grain-Free Dehydrated Dog Food","
                        $61.73",/assets/img/ratings/rating-4_8.png,8,4-lb box
"
            By Merrick","Dog,Food","Crude Protein,45.0% min,Crude Fat,24.0% min,Crude Fiber,3.0% max,Moisture,6.0% max,3 lbs,1/2,6 lbs,1,10 lbs,1 1/4,15 lbs,1 1/2,20 lbs,2,30 lbs,2 3/4,40 lbs,3 1/3,50 lbs,4","
        Merrick Backcountry Freeze-Dried Raw Real Chicken Recipe Grain-Free Freeze-Dried Dog Food","
                        $28.40",/assets/img/ratings/rating-4_6.png,13,12.5-oz bag
"
            By Evanger's","Dog,Food","Crude Protein,10.0% min,Crude Fat,5.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Evanger's Grain-Free Chicken Canned Dog & Cat Food","
                        $27.59",/assets/img/ratings/rating-4_0.png,60,"13-oz, case of 12"
"
            By Health Extension","Dog,Food","Crude Protein,12.0% min,Crude Fat,6.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Health Extension Meaty Mix Beef Grain-Free Canned Dog Food","
                        $28.68",/assets/img/ratings/rating-4_7.png,15,"13.2-oz, case of 12"
"
            By Precise Holistic Complete","Dog,Food","Crude Protein,25.0% min,Crude Fat,10.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.6% min,DHA (Docosahexaenoic Acid),0.05% min,Ascorbic Acid (Vitamin C),25 mg/lb min,Glucosamine,400 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Holistic Complete Senior Formula Dry Dog Food","
                        $57.04",/assets/img/ratings/rating-4_6.png,32,30-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,19.0% min,Crude Fat,11.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Linoleic Acid,1.3% min,Vitamin E,450 IU/kg min,Ascorbic Acid (Vitamin C),85 mg/kg min,Omega 3 Fatty Acids,0.4% min,Omega 6 Fatty Acids,1.7% min,2 lbs,1/4,5 lbs,1/2,8 lbs,3/4,10 lbs,7/8,15 lbs,1 1/8,20 lbs,1 1/3,25 lbs,1 2/3,30 lbs,2","
        Hill's Science Diet Adult 7+ Youthful Vitality Chicken Recipe Dry Dog Food","
                        $45.09",/assets/img/ratings/rating-5_0.png,3,21.5-lb bag
"
            By Farmina","Dog,Food","Crude Protein,30.0% min,Crude Fat,18.0% min,Crude Fiber,2.9% max,Moisture,9.0% max,Ash,6.9% max,Calcium,1.2% min,Phosphorus,0.95% min,Omega 6 Fatty Acids,1.6% min,Omega 3 Fatty Acids,2.3% min,Docosahexaenoic Acid (DHA),1.0% min,Eicosapentaenoic Acid (EPA),0.7% min,Glucosamine,900 mg/kg min,Chondroitin Sulfate,600 mg/kg min,2.2 lbs,1/4 - 1/3,11 lbs,1/2 - 1,22 lbs,1 - 1 1/2,44.1 lbs,1 1/2 - 2 3/4,66.1 lbs,2 - 3 1/2,88.2 lbs,2 12 - 4 1/2,110.2 lbs,3 - 5 1/4,132.2 lbs,3 1/2 - 6,154.3 lbs,4 - 6 3/4","
        Farmina Natural & Delicious Wild Cod & Ancestral Low-Grain Formula Dry Dog Food","
                        $64.24",/assets/img/ratings/rating-4_5.png,59,26.4-lb bag
"
            By AvoDerm","Dog,Food","Crude Protein,30.0% min,Crude Fat,12.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Vitamin E,125 IU/kg min,Ascorbic Acid,25 mg/kg min,Omega-6 Fatty Acid,1.90% min,Omega-3 Fatty Acid ,0.5% min,Chondroitin Sulfate,2,800 mg/kg min,Glucosamine,1,300 mg/kg min,3 - 10 lbs,1/3 - 1,10 - 20 lbs,1 - 1 3/4,20 - 50 lbs,1 3/4 - 3,50 - 75 lbs,3 - 4,75 - 100 lbs,4 - 5,100 lbs +,5+","
        AvoDerm Active Care Healthy Joint Chicken Meal Formula Grain-Free Dry Dog Food","
                        $49.99",/assets/img/ratings/rating-4_6.png,8,24-lb bag
"
            By Now Fresh","Dog,Food","Crude Protein,24.0% min,Crude Fat,11.0% min,Crude Fiber,4.5% max,Moisture,10.0% max ,Phosphorus,0.07% min,DHA,0.07% min,EPA,0.02% min,Glucosamine,400 mg/kg min,Chondroitin Sulphate,100 mg/kg min,L-Carnitine,100 mg/kg min,Taurine,0.1% min,Omega 6,2.0% min,Omega 3,0.4% min,Microorganisms,90,000,000 CFU/lb min,1 - 2 lbs,1/8 - 1/4,1/4 - 1/2,2 - 5 lbs,1/4 - 1/2,1/2 - 3/4,5 - 10 lbs,1/2 - 3/4,3/4 - 1,10 - 15 lbs,3/4 - 1,1 - 1 1/4,15 - 20 lbs,1 - 1 1/4,1 1/4 - 1 1/2,20 - 25 lbs,1 1/4 - 1 1/2,1 1/2 - 1 3/4","
        Now Fresh Grain-Free Small Breed Senior Weight Management Recipe Dry Dog Food","
                        $28.99",/assets/img/ratings/rating-4_8.png,40,6-lb bag
"
            By Nulo","Dog,Food","Crude Protein,33.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.9% min,Vitamin E,300 IU/kg min,Niacin,20 mg/kg min,Pyridoxine (Vitamin B6),2.5 mg/kg min,Omega 6 Fatty Acids,2.75% min,Omega 3 Fatty Acids,0.5% min,Docosahexaenoic Acid (DHA),0.15% min,Ascorbic Acid (Vitamin C),65 mg/kg min,Bacillus coagulans,80,000,000 CFU/lb min,3 – 12 lbs,1 – 2½,¾ – 1¾,½ – 1¼,½ – 1,13 – 20 lbs,2¾ – 3½,1¾ – 2¼,1¼ – 1¾,1 – 1½,21 – 40 lbs,3¾ – 5¾,2½ – 3¾,1¾ – 2½,1½ – 2¼,41 – 60 lbs,5¾ – 7½,3¾ – 4¾,2¾ – 3½,2¼ – 2¾,61 – 80 lbs,–,5 – 5¾,3½ – 4,3 – 3½,81 – 100 lbs,–,6 – 6¾,4¼ – 4¾,3½ – 4,101 – 120 lbs,–,–,4¾ – 5½,4 – 4½,Dogs over 120 lbs,Add ½ for day for each additional 20lb over 120lbs","
        Nulo FreeStyle Grain-Free Turkey & Sweet Potato Recipe Puppy Dry Food","
                        $62.99",/assets/img/ratings/rating-4_6.png,9,24-lb bag
"
            By Instinct","Dog,Food","Crude Protein,35.0% min,Crude Fat,28.0% min,Crude Fiber,8.0% max,Moisture,8.0% max,10 lbs,1,3/4,1/2,1/2,20 lbs,1 1/2,1,1,3/4,40 lbs,2 1/2,1 1/2,1 1/2,1,10 lbs,1,3/4,1/2,1/2,20 lbs,1 1/2,1,1,3/4,40 lbs,2 1/2,1 1/2,1 1/2,1","
        Instinct by Nature's Variety Raw Market Grain-Free Chicken Recipe Meal Blends Freeze-Dried Dog Food","
                        $57.99",/assets/img/ratings/rating-4_5.png,19,2-lb bag
"
            By Wellness","Dog,Food","Crude Protein,32.0% min,Crude Fat,17.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Calcium,1.1% max,Phosphorus,0.8% max,Vitamin A,5,000 IU/kg min,Vitamin E,400 IU/kg min,Omega 6 Fatty Acids,3.25% min,Omega 3 Fatty Acids,1.5% min,Docosahexaenoic Acid (DHA),0.05% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,2 lbs,½,⅓,⅓,¼,5 lbs,1,¾,¾,½,10 lbs,1 ¾,1 ½,1¼,1,15 lbs,2 ½,2,1 ¾,1⅓,20 lbs,3,2 ½,2 ¼,2,25 lbs,3 ½,3,2 ¾,2 ¼,30 lbs,4,3 ⅔,3,2 ½,40 lbs,5,4 ½,4,3 ¼,50 lbs,–,5 ⅓,4 ½,3 ¾,60 lbs,–,6,5¼,4 ⅓,70 lbs,–,–,5 ¾,4 ¾","
        Wellness TruFood Baked Blends Puppy Recipe Chicken, Chicken Liver & Flaxseed Grain-Free Dry Dog Food","
                        $12.22",/assets/img/ratings/rating-4_5.png,24,3-lb bag
"
            By EVO","Dog,Food","Crude Protein,42.0% min,Crude Fat,18.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Linoleic Acid,1.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,Omega 3 Fatty Acids,2.4% min,EPA (Eicosapentaenoic Acid) & DHA (Docosahexaenoic Acid),1.5% min,Glucosamine,662 mg/kg min,Chondroitin Sulfate,529 mg/kg min,Carbohydrates (NFE),18.0% max,Total Microorganisms,900,000 CFU/lb min,10 lbs,7/8,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2 1/8,50 lbs,2 1/2,60 lbs,2 3/4,70 lbs,3 1/8,80 lbs,3 3/8,90 lbs,3 2/3,100 lbs,4,120 lbs,4 1/4,140 lbs,5","
        EVO Grain Free Herring & Salmon Formula Adult Dry Dog Food","
                        $68.86",/assets/img/ratings/rating-4_5.png,52,28.6-lb bag
"
            By Primal","Dog,Food","Crude Protein,53.0% min,Crude Fat,28.0% min,Crude Fiber,3.0% max,Moisture,5.0% max,Ash,11.8% max","
        Primal Rabbit Formula Nuggets Grain-Free Freeze-Dried Dog Food","
                        $39.99",/assets/img/ratings/rating-4_7.png,4,14-oz bag
"
            By Purina Pro Plan Veterinary Diets","Dog,Food","Crude Protein,24.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,12.0% max,Ash,7.5% max,Calcium,0.9% min,Phosphorus,0.8% min,Vitamin A,30,000 IU/kg min,Vitamin E,130 IU/kg min,Omega 3 Fatty Acids,0.9% min,3 – 12 lbs,3/8 –1 1/8,13 – 20 lbs,1 1/8 –1 1/2,21 – 35 lbs,1 5/8 –2 1/4,36 – 50 lbs,2 1/4 –2 7/8,51 – 75 lbs,2 7/8 –3 3/4,76 – 100 lbs,3 3/4 –4 1/2,Over 100 lbs,4 1/2","
        Purina Pro Plan Veterinary Diets DRM Dermatologic Management Naturals Formula Dry Dog Food","
                        $99.99",/assets/img/ratings/rating-4_4.png,15,25-lb bag
"
            By Dr. Gary's Best Breed","Dog,Food","Crude Protein,32.0% min,Crude Fat,17.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Up to 10 lbs,1/4 - 3/4,11 - 23 lbs,3/4 - 1 1/4,24 - 36 lbs,1 1/4 - 1 3/4,37 - 49 lbs,1 3/4 - 2 1/4,50 - 62 lbs,2 1/4 - 3,63 - 75 lbs,3 - 3 1/2,76 - 89 lbs,3 1/2 - 4","
        Dr. Gary's Best Breed Holistic Grain-Free Chicken with Fruits & Vegetables Dry Dog Food","
                        $59.99",/assets/img/ratings/rating-4_9.png,20,30-lb bag
"
            By Dr. Gary's Best Breed","Dog,Food","Crude Protein,25.0% min,Crude Fat,13.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,< 10 lbs,1 - 1 3/4,3/4 - 1 1/3,2/3 - 1-1/4,1/4 - 1,11 - 20 lbs,1 3/4 - 2 2/3,1 1/3 - 2 1/3,1 1/4 - 1 3/4,1 - 1 1/3,21 - 30 lbs,2 2/3 - 3 2/3,2 1/3 - 3,1 3/4 - 2 1/4,1 1/3 - 1 3/4,31 - 40 lbs,3 2/3 - 4 1/2,3 - 3 2/3,2 1/4 - 2 3/4,1 3/4 - 2 1/4,41 - 50 lbs,4 1/2 - 5 1/4,3 2/3 - 4 1/4,2 3/4 - 3 1/2,2 1/4 - 2 3/4,20 lbs,1 to 3,—,—,—,—,—,, , , , , , ,,21 - 40 lbs,3 - 4 1/2,1 1/2 - 4 1/4,1 3/4 - 3,—,—,, , ,,41 - 60 lbs,4 1/2 - 5,4 1/4 - 5 1/3,3 - 4,2 - 3 1/4,2 - 3,61 - 80 lbs,—,5 1/3 - 7,4 - 4 3/4 ,3 1/4 - 3 3/4,3 - 3 1/2,81 - 100 lbs,–,–,4 3/4 - 5 1/2,3 3/4 - 4 1/2,3 1/2 - 4 1/2,101 - 120 lbs,–,–,5 1/2 - 6,4 1/2 - 5 1/4,4 1/2 - 5,121 - 140 lbs,–,–,6 - 7,5 1/4 - 6,5 - 6","
        Dr. Gary's Best Breed Holistic Puppy Diet Dry Dog Food","
                        $53.99",/assets/img/ratings/rating-4_9.png,12,30-lb bag
"
            By Eukanuba","Dog,Food","Crude Protein,28.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.15% min,Vitamin E,140 IU/kg min,L-Carnitine,30 mg/kg min,Omega 6 Fatty Acids,2.45% min,Omega 3 Fatty Acids,0.35% min,Glucosamine,375 mg/kg min,Chondroitin Sulfate,35 mg/kg min,10 lbs,3/4 - 1,1,1 1/4,20 lbs,1 - 1 1/4,1 1/2,2,30 lbs,1 1/2 - 1 3/4,2,2 1/2,40 lbs,1 3/4 - 2,2 1/2,3,50 lbs,2 - 2 1/2,2 3/4,3 1/2,60 lbs,2 1/4 - 2 3/4,3,4,70 lbs,2 1/2 - 3,3 1/2,4 1/4,80 lbs,2 3/4 - 3 1/4,3 3/4,4 3/4,100 lbs,3 1/4 - 3 3/4,4 1/2,5 1/2","
        Eukanuba Premium Active Performance 28/18 Condition Adult Dry Dog Food","
                        $38.24",/assets/img/ratings/rating-4_7.png,8,30-lb bag
"
            By Wellness","Dog,Food","Crude Protein,8.0% min,Crude Fat,4.0% min,Crude Fiber,1.0% max,Moisture,78.0% max","
        Wellness Complete Health Whitefish & Sweet Potato Formula Canned Dog Food","
                        $30.96",/assets/img/ratings/rating-4_5.png,27,"12.5-oz, case of 12"
"
            By Chicken Soup","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Zinc,180 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega-6 Fatty Acids,2.4% min,Omega-3 Fatty Acids,0.4% min,3 - 5 lbs,3/4 - 1 1/4,3/4 - 1,2/3 - 1,1/2 - 3/4,1/2 - 2/3,5 - 10 lbs,1 1/4 - 2,1 - 1 3/4,1 -1 2/3,3/4 - 1 1/3,2/3 - 1,10 - 20 lbs,2 - 3 1/4,1 3/4 - 3,1 2/3 - 2 3/4,1 1/3 - 2 1/4,1 - 1 3/4,20 - 30 lbs,3 1/4 - 4 1/3,3 - 4,2 3/4 - 3 2/3,2 1/4 - 3,1 3/4 - 2 1/3,30 - 40 lbs,4 1/3 - 5 1/2,4 - 5,3 2/3 - 4 1/2,3 - 3 2/3,2 1/3 - 3,40 -60 lbs,5 1/2 - 7 1/2,5 - 6 3/4,4 1/2 - 6 1/4,3 2/3 - 5,3 - 4,60 - 80 lbs,–,6 3/4 - 8 1/2,6 1/4 - 7 2/3,5 - 6 1/4,4 - 5,80 - 100 lbs,–,–,7 2/3 - 9,6 1/4 - 7 1/4,5 - 5 3/4,100 - 125 lbs,–,–,–,7 1/4 - 8 1/2,5 3/4 - 6 3/4,125 - 150 lbs,–,–,–,8 1/2 - 9 3/4,6 3/4 - 7 3/4,150 - 175 lbs,–,–,–,9 3/4 - 11,7 3/4 - 8 3/4","
        Chicken Soup for the Soul Salmon, Sweet Potato & Pea Grain-Free Dry Dog Food","
                        $42.99",/assets/img/ratings/rating-4_9.png,13,25-lb bag
"
            By Now Fresh","Dog,Food","Crude Protein,29.0% min,Crude Fat,16.0% min,Crude Fiber,2.5% max,Moisture,10.0% max ,Calcium,1.2% min,Phosphorus,0.8% min,DHA,0.07% min,EPA,0.03% min,L-Carnitine,190 mg/kg min,Taurine,0.15% min,Omega 6,2.2% min,Omega 3,0.4% min,Microorganisms,90,000,000 CFU/lb min,5 - 15 lbs,1 - 2 3/4,1 - 2 1/2,?,?,15 - 30 lbs,2 3/4 - 4 1/4,2 1/2 - 3 7/8,2 - 2 3/4,?,30 - 50 lbs,4 1/4 - 5 1/2 ,3 7/8 - 5,2 3/4 - 3 2/3,2 1/2 - 3 1/8,50 - 70 lbs,?,?,3 2/3,4 1/2,3 1/8 - 3 7/8,70 - 100 lbs,?,?,4 1/2 - 8,3 7/8 - 6 7/8,100 - 130 lbs,?,?,8 - 10 1/2,6 7/8 - 8 7/8","
        Now Fresh Grain-Free Large Breed Puppy Recipe Dry Dog Food","
                        $78.99",/assets/img/ratings/rating-4_5.png,28,25-lb bag
"
            By Dr. Harvey's","Dog,Food","Crude Protein,2.0% min,Crude Fat,1.0% min,Crude Fiber,12.0% max,Moisture,10.0% max","
        Dr. Harvey's Veg-To-Bowl Grain-Free Dog Food Pre-Mix","
                        $56.94",/assets/img/ratings/rating-4_5.png,57,5-lb bag
"
            By Evolve","Dog,Food","Crude Protein,21.0% min,Crude Fat,13.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Linoleic Acid,1.7% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,250 mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C),55 mg/kg min,Omega 6 Fatty Acids,1.7% min,Glucosamine,200 ppm min,Chondroitin Sulfate,20 ppm min","
        Evolve Simply Six Limited Ingredient Lamb Meal, Brown Rice & Pea Recipe Dry Dog Food","
                        $11.72",/assets/img/ratings/rating-4_5.png,9,12-lb bag
"
            By Black Gold","Dog,Food","Crude Protein,27.0% min,Crude Fat,14.0% min,Crude Fiber,4.5% max,Moisture,12.0% max,Calcium,1.2% min,Phosphorous,0.9% min,Vitamin A,10,000 IU/kg min,Vitamin C,25 mg/kg min,Vitamin E,80 IU/kg,Omega-3 Fatty Acid,0.7% min,Omega-6 Fatty Acid,3.5% min,DHA,0.05% min,EPA,0.1% min,Chondroitin,100 mg/kg,Glucosamine,120 mg/kg,3 - 12 lbs,1/2 - 1 1/4,13 - 25 lbs,1 1/4 - 2 1/4,26 - 50 lbs,2 1/4 - 3 3/4,51 - 100,3 3/4 - 6 1/4,100+ lbs,6 1/4 + 1/2 cup for each 10 lbs of body weight over 100 lbs","
        Black Gold Ultimate 27/14 Chicken Meal & Sweet Potato Grain-Free Dry Dog Food","
                        $39.64",/assets/img/ratings/rating-4_9.png,10,30-lb bag
"
            By CANIDAE","Dog,Food","Crude Protein ,23.0% min,Crude Fat ,12.0% min,Crude Fiber ,5.0% max,Moisture ,10.0% max,Linoleic Acid (Omega 6),3.0% min,Vitamin E,50 IU/kg min,Alpha Linolenic Acid (Omega 3),0.1% min,Lactobacillus Acidophilus,100,000,000 CFU/lb min,2 lbs,1/4,5 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/4,25 lbs,1 1/2,30 lbs,1 3/4","
        CANIDAE Grain-Free Limited Ingredient Diet PURE Petite Bison Formula Small Breed Dry Dog Food","
                        $21.99",/assets/img/ratings/rating-4_6.png,12,6-lb bag
"
            By Brothers Complete","Dog,Food","Crude Protein,36.0% min,Crude Fat,16.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Vitamin E,200 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,Zinc,200 mg/kg min,Calcium,1.51% min,Phosphorus,0.96% min,Ash,8.04% min,Omega 6 Fatty Acids,3.07% min,Omega 3 Fatty Acids,0.73% min,Docosahexaenoic Acid (DHA),0.03% min,6 - 25 pounds ,1/4 - 1 cup ,26 - 50 pounds ,1 - 2 cups ,51 - 75 pounds ,2 - 3 cups ,76 - 100 pounds ,3 - 4 cups ","
        Brothers Complete Turkey Meal & Egg Formula Advanced Allergy Care Grain-Free Dry Dog Food","
                        $84.99",/assets/img/ratings/rating-4_9.png,21,25-lb bag
"
            By Weruva","Dog,Food","Crude Protein,8.0% min,Crude Fat,1.4% min,Crude Fiber,0.5% max,Moisture,86.0% max,Ash,1.2% max","
        Weruva Bed & Breakfast with Chicken, Egg, & Pumpkin in Gravy Grain-Free Canned Dog Food","
                        $43.86",/assets/img/ratings/rating-4_7.png,24,"14-oz, case of 12"
"
            By Blue Buffalo","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,0.9% min,Omega 3 Fatty Acids,1.0% min,Omega 6 Fatty Acids,2.75% min,Glucosamine,400 mg/kg min,Up to 5 lbs,1/4 - 1/2,6 - 10 lbs,1/2 - 1,11 - 15 lbs,1 - 1 1/4,16 - 20 lbs,1 1/4 - 1 1/2,21 - 25 lbs,1 1/2 - 1 3/4,26 - 30 lbs,1 3/4 - 2","
        Blue Buffalo Life Protection Formula Small Breed Adult Fish & Brown Rice Recipe Dry Dog Food","
                        $29.99",/assets/img/ratings/rating-4_2.png,20,15-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein ,32.0% min ,Crude Fat ,14.0% min ,Crude Fiber ,4.5% max ,Moisture ,10.0% max ,Copper ,10.0 mg/kg min ,Zinc ,100.0 mg/kg min ,Vitamin A ,4550 IU/kg min ,Vitamin E ,46 IU/kg min ,Omega-3 Fatty Acids ,0.3% min ,Omega-6 Fatty Acids ,1.0% min ,Up to 10 pounds ,1 cup ,10 - 20 pounds ,1 - 1 3/4 cups ,20 - 30 pounds ,1 3/4 - 2 1/4 cups ,30 - 40 pounds ,2 1/4 - 2 3/4 cups ,40 - 60 pounds ,2 3/4 - 3 3/4 cups ,60 - 80 pounds ,3 3/4 - 4 3/4 cups ,80 - 100 pounds ,4 3/4 - 5 3/4 cups ","
        Natural Balance L.I.D. Limited Ingredient Diets High-Protein Beef Formula Grain-Free Dry Dog Food","
                        $61.57",/assets/img/ratings/rating-5_0.png,2,24-lb bag
"
            By Eukanuba","Dog,Food","Crude Protein,28.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.05% min,Copper,18 mg/kg min,Vitamin E,140 IU/kg min,Beta-Carotene,10 mg/kg min,Omega 6 Fatty Acids,1.75% min,Omega 3 Fatty Acids,0.27% min,1 lb,1/8 - 1/4,3 lbs,1/4 - 3/8,5 lbs,3/8 - 1/2,10 lbs,3/4 - 1","
        Eukanuba Breed Specific Yorkshire Terrier Adult Dry Dog Food","
                        $29.74",/assets/img/ratings/rating-4_6.png,30,10-lb bag
"
            By FirstMate","Dog,Food","Crude Protein,23.0% min,Crude Fat,10.0% min,Crude Fiber,8.0% max,Moisture,10.0% max,Magnesium,0.1% max,Ash,7.0% max,Calcium,1.0% min,Phosphorous,0.75% min,Glucosamine,100mg/kg,2 - 5 lbs,1/8 - 1/4,1/8 - 1/4,1/8 - 1/4,5 - 10 lbs,1/8 - 1/4,1/4 - 1/3,1/8 - 1/4,10 - 20 lbs,1/4 - 1/2,1/3 - 2/3,1/3 - 3/4,20 - 30 lbs,1/2 - 3/4,2/3 - 1,3/4 - 1 1/4,30 - 50 lbs,3/4 - 1 1/2,1 - 1 3/4,1 1/4 - 2,50 - 70 lbs,1 1/2 - 2,1 3/4 - 2 1/4,2 - 2 3/4,70 - 90 lbs,2 - 2 1/2,2 1/4 - 3,2 3/4 - 3 1/2,90 - 110 lbs,2 1/2 - 3,3 - 3 3/4,3 1/2 - 4 1/4,110 - 140 lbs,3 - 4,3 - 4 1/2,4 1/4 - 5","
        FirstMate Pacific Ocean Fish Meal Original Formula Limited Ingredient Diet Grain-Free Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_6.png,13,28.6-lb bag
"
            By Nutro","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Selenium,0.35 mg/kg min,Vitamin E,60 IU/kg min,Omega-3 Fatty Acids,0.2% min,Omega-6 Fatty Acids,2.0% min,15 lbs,3/4,25 lbs,1 1/4,35 lbs,1 1/2,45 lbs,2,55 lbs,2 1/4,65 lbs,2 1/2","
        Nutro Grain-Free Adult Pasture Fed Lamb, Lentils & Sweet Potato Recipe Dry Dog Food","
                        $50.83",/assets/img/ratings/rating-4_7.png,9,24-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,25.0% min,Crude Fat,10.0% min,Crude Fiber,5.3% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.18% min,Docosahexaenoic Acid (DHA),0.08% min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,70 mg/kg min,22 lbs,2 1/8,2 3/8,26.5 lbs,2 3/8,2 3/4,30.9 lbs,2 3/4,3 1/8,35.3 lbs,3,3 3/8,39.7 lbs,3 1/4,3 3/4,44.1 lbs,3 1/2,4","
        Royal Canin Beagle Adult Dry Dog Food","
                        $56.09",/assets/img/ratings/rating-4_9.png,15,30-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,24.0% min,Crude Fat,12.0% min,Crude Fiber,3.6% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,25 mg/kg min,20 lbs,1 5/8,1 7/8,2 1/8,22 lbs,1 3/4,2,2 1/4,24 lbs,1 7/8,2 1/8,2 1/2,26 lbs,2,2 3/8,2 5/8,29 lbs,2 1/8,2 1/2,2 7/8,31 lbs,2 1/4,2 5/8,3,33 lbs,2 3/8,2 3/4,3 1/8,35 lbs,2 1/2,2 7/8,3 1/4,37 lbs,2 5/8,3,3 1/2,40 lbs,2 3/4,3 1/8,3 5/8,42 lbs,2 7/8,3 1/4,3 3/4,44 lbs,3,3 3/8,3 7/8,46 lbs,3,3 1/2,4,49 lbs,3 1/8,3 5/8,4 1/8,51 lbs,3 1/4,3 3/4,4 1/4,53 lbs,3 3/8,3 7/8,4 1/2,55 lbs,3 1/2,4,4 5/8","
        Royal Canin Medium Aging 10+ Dry Dog Food","
                        $47.59",/assets/img/ratings/rating-4_8.png,23,30-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,10.0% min,Crude Fat,5.0% min,Crude Fiber,4.0% max,Moisture,49.0% max,1-lb roll,Feed 1 to 1¾ inches per 10 lbs of body weight.,2.25-lb roll,Feed 5/8 to 1 inch per 10 lbs of body weight.","
        Blue Buffalo Smokehouse Turkey & Cranberry Recipe Sausage Dog Food Roll","
                        $7.99",/assets/img/ratings/rating-4_2.png,13,2.25-lb
"
            By Ziwi","Dog,Food","Crude Protein ,36.0% (min) ,Crude Fat ,35.0% (min) ,Crude Fiber ,2.0% (max) ,Moisture ,14.0% (max) ,Ash ,8.0% (max) ,Chondroitin Sulfate ,1300 mg/kg (min) ,1kg / 2.2lb ,22 ,0.8 ,0.4 ,2kg / 4.4lb ,37 ,1.3 ,0.7 ,3kg / 6.6lb ,50 ,1.8 ,0.9 ,4kg / 8.8lb ,63 ,2.2 ,1.1 ,5kg / 11lb ,74 ,2.6 ,1.3 ,7.5kg / 16.5lb ,100 ,3.5 ,1.8 ,10kg / 22lb ,124 ,4.4 ,2.2 ,15kg / 33lb ,169 ,5.9 ,3.0 ,20kg / 44lb ,209 ,7.4 ,3.7 ,25kg / 55lb ,247 ,8.7 ,4.4 ,30kg / 66lb ,283 ,10.0 ,5.0 ,40kg / 88lb ,352 ,12.4 ,6.2 ,50kg / 110lb ,416 ,14.7 ,7.3 ,60kg / 132lb ,477 ,16.8 ,8.4 ","
        Ziwi Peak Air-Dried Tripe & Lamb Dog Food","
                        $34.62",/assets/img/ratings/rating-5_0.png,4,2.2-lb bag
